,Unnamed: 0.1,date,range_numeric,floor_area_sqm,lease_commence_date,remaining_lease,resale_price,monthly_median_price,lag_1,lag_2,lag_3,rolling_mean_3,rolling_std_3
611,611,1998-01-01,0.0610264913104613,0.7184602031295791,1975,0.4730768600552696,69000.0,55500.0,55500.0,55500.0,55500.0,60000.0,12288.205727444401
615,615,1998-03-01,-1.1784796725877336,-2.2885138099686597,1969,-0.3207711587394399,43800.0,44750.0,44750.0,44750.0,44750.0,50266.666666666664,10179.063480170007
621,621,1998-05-01,0.0610264913104613,-1.2861891389359132,1969,-0.3207711587394399,60000.0,54000.0,54000.0,54000.0,54000.0,49666.666666666664,8962.88643983236
622,622,1998-05-01,0.6807795732595588,0.7184602031295791,1975,0.4730768600552696,54000.0,54000.0,54000.0,54000.0,54000.0,53000.0,7549.834435270583
623,623,1998-05-01,0.6807795732595588,-1.2861891389359132,1969,-0.3207711587394399,53000.0,54000.0,54000.0,54000.0,54000.0,55666.666666666664,3785.938897199849
624,624,1998-05-01,0.0610264913104613,0.7184602031295791,1977,0.7376928663201728,61500.0,54000.0,54000.0,54000.0,54000.0,56166.666666666664,4645.786621588513
625,625,1998-05-01,0.6807795732595588,0.7184602031295791,1977,0.7376928663201728,74000.0,54000.0,54000.0,54000.0,54000.0,62833.333333333336,10563.301251660429
626,626,1998-05-01,0.0610264913104613,0.7184602031295791,1977,0.7376928663201728,61500.0,54000.0,54000.0,54000.0,54000.0,65666.66666666667,7216.878364870146
630,630,1998-06-01,-1.1784796725877336,-2.2885138099686597,1969,-0.3207711587394399,45500.0,46000.0,46000.0,46000.0,46000.0,48166.666666666664,4193.248541802733
631,631,1998-06-01,0.0610264913104613,-1.2861891389359132,1969,-0.3207711587394399,46000.0,46000.0,46000.0,46000.0,46000.0,48166.666666666664,4193.248541802733
635,635,1998-07-01,0.0610264913104613,-1.2861891389359132,1969,-0.3207711587394399,45500.0,53000.0,53000.0,53000.0,53000.0,46833.333333333336,8578.072821638365
636,636,1998-07-01,0.6807795732595588,-1.2861891389359132,1969,-0.3207711587394399,49000.0,53000.0,53000.0,53000.0,53000.0,50166.666666666664,5346.3383107815725
637,637,1998-07-01,0.6807795732595588,0.7184602031295791,1975,0.4730768600552696,53000.0,53000.0,53000.0,53000.0,53000.0,49166.666666666664,3752.7767497322243
638,638,1998-07-01,-0.5587265906386362,0.7184602031295791,1975,0.4730768600552696,58000.0,53000.0,53000.0,53000.0,53000.0,53333.333333333336,4509.249752822609
639,639,1998-07-01,-1.1784796725877336,0.7184602031295791,1975,0.4730768600552696,50500.0,53000.0,53000.0,53000.0,53000.0,53833.333333333336,3818.8130791295293
640,640,1998-07-01,0.6807795732595588,0.7184602031295791,1975,0.4730768600552696,57000.0,53000.0,53000.0,53000.0,53000.0,55166.666666666664,4072.2639076232226
641,641,1998-07-01,-0.5587265906386362,0.7184602031295791,1977,0.7376928663201728,61000.0,53000.0,53000.0,53000.0,53000.0,56166.666666666664,5299.371031861306
642,642,1998-07-01,-0.5587265906386362,0.7184602031295791,1977,0.7376928663201728,61500.0,53000.0,53000.0,53000.0,53000.0,59833.333333333336,2466.4414311576033
646,646,1998-08-01,0.0610264913104613,-1.2861891389359132,1969,-0.3207711587394399,43900.0,48000.0,48000.0,48000.0,48000.0,42466.666666666664,1761.6280348958062
647,647,1998-08-01,0.0610264913104613,0.7184602031295791,1975,0.4730768600552696,49500.0,48000.0,48000.0,48000.0,48000.0,44633.333333333336,4544.59385790753
648,648,1998-08-01,0.6807795732595588,0.7184602031295791,1975,0.4730768600552696,53000.0,48000.0,48000.0,48000.0,48000.0,48800.0,4590.20696701113
649,649,1998-08-01,0.6807795732595588,0.7184602031295791,1975,0.4730768600552696,48000.0,48000.0,48000.0,48000.0,48000.0,50166.666666666664,2565.8007197229563
650,650,1998-08-01,-1.1784796725877336,0.7184602031295791,1975,0.4730768600552696,52500.0,48000.0,48000.0,48000.0,48000.0,51166.666666666664,2753.785273642599
651,651,1998-08-01,-1.1784796725877336,0.7184602031295791,1975,0.4730768600552696,48000.0,48000.0,48000.0,48000.0,48000.0,49500.0,2598.0762113528363
655,655,1998-09-01,0.6807795732595588,0.7184602031295791,1975,0.4730768600552696,46000.0,47500.0,47500.0,47500.0,47500.0,51766.666666666664,6013.595707505685
656,656,1998-09-01,0.0610264913104613,0.7184602031295791,1975,0.4730768600552696,50000.0,47500.0,47500.0,47500.0,47500.0,51333.333333333336,6110.100926607579
657,657,1998-09-01,-1.1784796725877336,0.7184602031295791,1975,0.4730768600552696,36500.0,47500.0,47500.0,47500.0,47500.0,44166.666666666664,6934.214687571391
658,658,1998-09-01,0.6807795732595588,-1.2861891389359132,1969,-0.3207711587394399,45000.0,47500.0,47500.0,47500.0,47500.0,43833.333333333336,6825.198409814237
659,659,1998-09-01,-1.1784796725877336,-1.2861891389359132,1969,-0.3207711587394399,42750.0,47500.0,47500.0,47500.0,47500.0,41416.666666666664,4404.070087240983
660,660,1998-09-01,-0.5587265906386362,-1.2861891389359132,1969,-0.3207711587394399,49000.0,47500.0,47500.0,47500.0,47500.0,45583.333333333336,3165.569985536697
661,661,1998-09-01,0.0610264913104613,-1.2861891389359132,1969,-0.3207711587394399,46000.0,47500.0,47500.0,47500.0,47500.0,45916.666666666664,3125.8332222514373
662,662,1998-09-01,0.0610264913104613,0.7184602031295791,1977,0.7376928663201728,64000.0,47500.0,47500.0,47500.0,47500.0,53000.0,9643.650760992825
663,663,1998-09-01,-1.1784796725877336,0.7184602031295791,1977,0.7376928663201728,61500.0,47500.0,47500.0,47500.0,47500.0,57166.666666666664,9751.06831753992
670,670,1998-11-01,-0.5587265906386362,-1.2861891389359132,1969,-0.3207711587394399,46500.0,43750.0,43750.0,43750.0,43750.0,42166.666666666664,4804.511768466266
671,671,1998-11-01,-1.1784796725877336,0.7184602031295791,1975,0.4730768600552696,39000.0,43750.0,43750.0,43750.0,43750.0,42833.333333333336,3752.7767497322393
672,672,1998-11-01,0.0610264913104613,0.7184602031295791,1975,0.4730768600552696,42000.0,43750.0,43750.0,43750.0,43750.0,42500.0,3774.9172176350485
673,673,1998-11-01,0.6807795732595588,0.7184602031295791,1975,0.4730768600552696,44500.0,43750.0,43750.0,43750.0,43750.0,41833.333333333336,2753.7852736426025
674,674,1998-11-01,0.0610264913104613,0.7184602031295791,1975,0.4730768600552696,47000.0,43750.0,43750.0,43750.0,43750.0,44500.0,2499.9999999995052
675,675,1998-11-01,0.0610264913104613,-1.2861891389359132,1969,-0.3207711587394399,48000.0,43750.0,43750.0,43750.0,43750.0,46500.0,1802.7756377313083
676,676,1998-11-01,-1.1784796725877336,-1.2861891389359132,1969,-0.3207711587394399,45000.0,43750.0,43750.0,43750.0,43750.0,46666.666666666664,1527.5252316511358
680,680,1998-12-01,-1.1784796725877336,-1.2861891389359132,1969,-0.3207711587394399,38500.0,42000.0,42000.0,42000.0,42000.0,45333.333333333336,7005.949852327725
681,681,1998-12-01,0.0610264913104613,-1.2861891389359132,1969,-0.3207711587394399,35000.0,42000.0,42000.0,42000.0,42000.0,42000.0,9260.129588725933
682,682,1998-12-01,0.6807795732595588,-1.2861891389359132,1969,-0.3207711587394399,42000.0,42000.0,42000.0,42000.0,42000.0,38500.0,3499.9999999996467
683,683,1998-12-01,-0.5587265906386362,-1.2861891389359132,1969,-0.3207711587394399,41000.0,42000.0,42000.0,42000.0,42000.0,39333.333333333336,3785.938897199855
684,684,1998-12-01,0.6807795732595588,0.7184602031295791,1975,0.4730768600552696,53000.0,42000.0,42000.0,42000.0,42000.0,45333.333333333336,6658.328118479206
685,685,1998-12-01,0.6807795732595588,0.7184602031295791,1975,0.4730768600552696,52000.0,42000.0,42000.0,42000.0,42000.0,48666.666666666664,6658.328118479206
686,686,1998-12-01,0.6807795732595588,0.7184602031295791,1975,0.4730768600552696,41000.0,42000.0,42000.0,42000.0,42000.0,48666.666666666664,6658.328118479206
687,687,1998-12-01,-1.1784796725877336,0.7184602031295791,1975,0.4730768600552696,44000.0,42000.0,42000.0,42000.0,42000.0,45666.666666666664,5686.240703077106
691,691,1999-01-01,0.0610264913104613,0.7184602031295791,1975,0.340768856922818,45000.0,39400.0,39400.0,39400.0,39400.0,39000.0,5291.502622128943
692,692,1999-01-01,0.0610264913104613,0.7184602031295791,1975,0.340768856922818,49000.0,39400.0,39400.0,39400.0,39400.0,43666.666666666664,6110.100926607582
693,693,1999-01-01,0.6807795732595588,0.7184602031295791,1975,0.340768856922818,45000.0,39400.0,39400.0,39400.0,39400.0,46333.333333333336,2309.401076757963
694,694,1999-01-01,-1.1784796725877336,-1.2861891389359132,1969,-0.4530791618718915,37000.0,39400.0,39400.0,39400.0,39400.0,43666.666666666664,6110.100926607582
695,695,1999-01-01,0.0610264913104613,-1.2861891389359132,1969,-0.4530791618718915,41200.0,39400.0,39400.0,39400.0,39400.0,41066.666666666664,4001.6663195887304
696,696,1999-01-01,-1.1784796725877336,-1.2861891389359132,1969,-0.4530791618718915,33000.0,39400.0,39400.0,39400.0,39400.0,37066.666666666664,4100.406483914833
697,697,1999-01-01,-1.1784796725877336,-1.2861891389359132,1969,-0.4530791618718915,37000.0,39400.0,39400.0,39400.0,39400.0,37066.666666666664,4100.406483914833
698,698,1999-01-01,0.6807795732595588,-1.2861891389359132,1969,-0.4530791618718915,43000.0,39400.0,39400.0,39400.0,39400.0,37666.666666666664,5033.222956846915
699,699,1999-01-01,0.6807795732595588,-1.2861891389359132,1969,-0.4530791618718915,39000.0,39400.0,39400.0,39400.0,39400.0,39666.666666666664,3055.0504633034802
703,703,1999-02-01,0.6807795732595588,0.7184602031295791,1975,0.340768856922818,45000.0,43250.0,43250.0,43250.0,43250.0,41666.666666666664,3511.8845842838887
704,704,1999-02-01,0.0610264913104613,-1.2861891389359132,1969,-0.4530791618718915,43500.0,43250.0,43250.0,43250.0,43250.0,43500.0,1499.9999999991649
705,705,1999-02-01,-0.5587265906386362,-1.2861891389359132,1969,-0.4530791618718915,40000.0,43250.0,43250.0,43250.0,43250.0,42833.333333333336,2565.800719722955
706,706,1999-02-01,-0.5587265906386362,-1.2861891389359132,1969,-0.4530791618718915,33000.0,43250.0,43250.0,43250.0,43250.0,38833.333333333336,5346.338310781581
707,707,1999-02-01,-0.5587265906386362,0.7184602031295791,1977,0.6053848631877212,62500.0,43250.0,43250.0,43250.0,43250.0,45166.666666666664,15413.73846065032
708,708,1999-02-01,0.6807795732595588,0.7184602031295791,1977,0.6053848631877212,63500.0,43250.0,43250.0,43250.0,43250.0,53000.0,17327.723451163387
709,709,1999-02-01,0.0610264913104613,0.7184602031295791,1977,0.6053848631877212,68500.0,43250.0,43250.0,43250.0,43250.0,64833.333333333336,3214.5502536639465
713,713,1999-03-01,-1.1784796725877336,-1.2861891389359132,1969,-0.4530791618718915,37000.0,38500.0,38500.0,38500.0,38500.0,42000.0,6999.999999999829
714,714,1999-03-01,-1.1784796725877336,-2.2885138099686597,1969,-0.4530791618718915,36200.0,38500.0,38500.0,38500.0,38500.0,37400.0,1442.2205101847665
715,715,1999-03-01,-1.1784796725877336,-1.2861891389359132,1969,-0.4530791618718915,35800.0,38500.0,38500.0,38500.0,38500.0,36333.333333333336,611.0100926588224
716,716,1999-03-01,-0.5587265906386362,-1.2861891389359132,1969,-0.4530791618718915,38000.0,38500.0,38500.0,38500.0,38500.0,36666.666666666664,1171.8930554154447
717,717,1999-03-01,0.0610264913104613,0.7184602031295791,1977,0.6053848631877212,63500.0,38500.0,38500.0,38500.0,38500.0,45766.666666666664,15396.861151979354
721,721,1999-04-01,-0.5587265906386362,-1.2861891389359132,1969,-0.4530791618718915,39000.0,39000.0,39000.0,39000.0,39000.0,39333.333333333336,577.3502691876535
722,722,1999-04-01,-0.5587265906386362,-1.2861891389359132,1969,-0.4530791618718915,37000.0,39000.0,39000.0,39000.0,39000.0,38333.333333333336,1154.700538378267
723,723,1999-04-01,-0.5587265906386362,-1.2861891389359132,1969,-0.4530791618718915,36000.0,39000.0,39000.0,39000.0,39000.0,37333.333333333336,1527.5252316512037
727,727,1999-05-01,0.6807795732595588,-1.2861891389359132,1969,-0.4530791618718915,37500.0,42500.0,42500.0,42500.0,42500.0,41500.0,6499.999999999824
728,728,1999-05-01,0.0610264913104613,-1.2861891389359132,1969,-0.4530791618718915,40000.0,42500.0,42500.0,42500.0,42500.0,38500.0,1322.875655531428
729,729,1999-05-01,0.0610264913104613,0.7184602031295791,1977,0.6053848631877212,62500.0,42500.0,42500.0,42500.0,42500.0,46666.666666666664,13768.926368215172
733,733,1999-06-01,-1.1784796725877336,-2.2885138099686597,1969,-0.4530791618718915,35000.0,35500.0,35500.0,35500.0,35500.0,33833.333333333336,2466.441431157657
734,734,1999-06-01,-0.5587265906386362,-1.2861891389359132,1969,-0.4530791618718915,36500.0,35500.0,35500.0,35500.0,35500.0,35666.666666666664,763.7626158244635
738,738,1999-07-01,0.0610264913104613,0.7184602031295791,1975,0.340768856922818,43000.0,40000.0,40000.0,40000.0,40000.0,40000.0,5196.152422706409
739,739,1999-07-01,-0.5587265906386362,0.7184602031295791,1975,0.340768856922818,40000.0,40000.0,40000.0,40000.0,40000.0,39000.0,4582.575694955588
740,740,1999-07-01,0.0610264913104613,0.7184602031295791,1975,0.340768856922818,39000.0,40000.0,40000.0,40000.0,40000.0,40666.666666666664,2081.6659994655774
741,741,1999-07-01,-1.1784796725877336,0.7184602031295791,1975,0.340768856922818,34000.0,40000.0,40000.0,40000.0,40000.0,37666.666666666664,3214.550253663957
742,742,1999-07-01,-0.5587265906386362,0.7184602031295791,1975,0.340768856922818,43000.0,40000.0,40000.0,40000.0,40000.0,38666.666666666664,4509.249752822637
743,743,1999-07-01,0.0610264913104613,-1.2861891389359132,1969,-0.4530791618718915,33000.0,40000.0,40000.0,40000.0,40000.0,36666.666666666664,5507.570547285891
744,744,1999-07-01,-1.1784796725877336,0.7184602031295791,1977,0.6053848631877212,63500.0,40000.0,40000.0,40000.0,40000.0,46500.0,15548.311805466137
745,745,1999-07-01,0.6807795732595588,0.7184602031295791,1977,0.6053848631877212,62500.0,40000.0,40000.0,40000.0,40000.0,53000.0,17327.72345116339
749,749,1999-08-01,0.0610264913104613,0.7184602031295791,1975,0.340768856922818,50000.0,41550.0,41550.0,41550.0,41550.0,39700.0,8931.405264570503
750,750,1999-08-01,0.0610264913104613,-1.2861891389359132,1969,-0.4530791618718915,42100.0,41550.0,41550.0,41550.0,41550.0,42066.666666666664,7950.052410728564
751,751,1999-08-01,0.0610264913104613,-1.2861891389359132,1969,-0.4530791618718915,37000.0,41550.0,41550.0,41550.0,41550.0,43033.333333333336,6550.063612922478
752,752,1999-08-01,0.6807795732595588,0.7184602031295791,1975,0.340768856922818,41000.0,41550.0,41550.0,41550.0,41550.0,40033.333333333336,2683.9026311196676
753,753,1999-08-01,-1.1784796725877336,0.7184602031295791,1977,0.6053848631877212,59500.0,41550.0,41550.0,41550.0,41550.0,45833.333333333336,12003.471720020465
757,757,1999-09-01,-0.5587265906386362,0.7184602031295791,1975,0.340768856922818,40000.0,46000.0,46000.0,46000.0,46000.0,47666.666666666664,10785.793124908852
758,758,1999-09-01,0.0610264913104613,0.7184602031295791,1975,0.340768856922818,47000.0,46000.0,46000.0,46000.0,46000.0,49000.0,10148.891565092106
759,759,1999-09-01,-1.1784796725877336,0.7184602031295791,1975,0.340768856922818,45000.0,46000.0,46000.0,46000.0,46000.0,44000.0,3605.551275463673
760,760,1999-09-01,0.0610264913104613,0.7184602031295791,1975,0.340768856922818,38000.0,46000.0,46000.0,46000.0,46000.0,43333.333333333336,4725.815626252368
761,761,1999-09-01,-0.5587265906386362,0.7184602031295791,1977,0.6053848631877212,60500.0,46000.0,46000.0,46000.0,46000.0,47833.333333333336,11514.483632943817
762,762,1999-09-01,-1.1784796725877336,0.7184602031295791,1977,0.6053848631877212,61500.0,46000.0,46000.0,46000.0,46000.0,53333.333333333336,13288.466176851676
763,763,1999-09-01,0.6807795732595588,0.7184602031295791,1977,0.6053848631877212,63500.0,46000.0,46000.0,46000.0,46000.0,61833.333333333336,1527.525231651175
767,767,1999-10-01,0.0610264913104613,-1.2861891389359132,1969,-0.4530791618718915,50000.0,55000.0,55000.0,55000.0,55000.0,46666.666666666664,3055.050463303498
768,768,1999-10-01,0.0610264913104613,-1.2861891389359132,1969,-0.4530791618718915,50000.0,55000.0,55000.0,55000.0,55000.0,48666.666666666664,2309.4010767579816
769,769,1999-10-01,0.0610264913104613,-1.2861891389359132,1969,-0.4530791618718915,40000.0,55000.0,55000.0,55000.0,55000.0,46666.666666666664,5773.502691896048
770,770,1999-10-01,0.6807795732595588,-1.2861891389359132,1969,-0.4530791618718915,45000.0,55000.0,55000.0,55000.0,55000.0,45000.0,4999.999999999758
771,771,1999-10-01,0.6807795732595588,0.7184602031295791,1975,0.340768856922818,55000.0,55000.0,55000.0,55000.0,55000.0,46666.666666666664,7637.626158259576
772,772,1999-10-01,-0.5587265906386362,0.7184602031295791,1975,0.340768856922818,35000.0,55000.0,55000.0,55000.0,55000.0,45000.0,9999.99999999988
773,773,1999-10-01,0.0610264913104613,0.7184602031295791,1977,0.6053848631877212,65000.0,55000.0,55000.0,55000.0,55000.0,51666.666666666664,15275.25231651939
774,774,1999-10-01,-1.1784796725877336,0.7184602031295791,1977,0.6053848631877212,61000.0,55000.0,55000.0,55000.0,55000.0,53666.666666666664,16289.055630494084
775,775,1999-10-01,0.0610264913104613,0.7184602031295791,1977,0.6053848631877212,66000.0,55000.0,55000.0,55000.0,55000.0,64000.0,2645.751311064151
776,776,1999-10-01,-1.1784796725877336,0.7184602031295791,1977,0.6053848631877212,64000.0,55000.0,55000.0,55000.0,55000.0,63666.666666666664,2516.6114784231213
777,777,1999-10-01,0.6807795732595588,0.7184602031295791,1977,0.6053848631877212,73000.0,55000.0,55000.0,55000.0,55000.0,67666.66666666667,4725.815626252361
778,778,1999-10-01,0.0610264913104613,0.7184602031295791,1977,0.6053848631877212,66500.0,55000.0,55000.0,55000.0,55000.0,67833.33333333333,4645.7866215885315
779,779,1999-10-01,0.0610264913104613,0.7184602031295791,1977,0.6053848631877212,60000.0,55000.0,55000.0,55000.0,55000.0,66500.0,6499.999999999821
780,780,1999-10-01,-1.1784796725877336,0.7184602031295791,1977,0.6053848631877212,62500.0,55000.0,55000.0,55000.0,55000.0,63000.0,3278.7192621506447
784,784,1999-11-01,-0.5587265906386362,0.7184602031295791,1977,0.6053848631877212,65000.0,61500.0,61500.0,61500.0,61500.0,57166.666666666664,10680.979980007969
785,785,1999-11-01,-0.5587265906386362,0.7184602031295791,1977,0.6053848631877212,59500.0,61500.0,61500.0,61500.0,61500.0,62000.0,2783.882181414604
786,786,1999-11-01,0.6807795732595588,0.7184602031295791,1977,0.6053848631877212,63000.0,61500.0,61500.0,61500.0,61500.0,62500.0,2783.882181414604
787,787,1999-11-01,-0.5587265906386362,0.7184602031295791,1977,0.6053848631877212,62000.0,61500.0,61500.0,61500.0,61500.0,61500.0,1802.7756377313665
788,788,1999-11-01,-1.1784796725877336,0.7184602031295791,1977,0.6053848631877212,61500.0,61500.0,61500.0,61500.0,61500.0,62166.666666666664,763.7626158244898
789,789,1999-11-01,0.0610264913104613,0.7184602031295791,1977,0.6053848631877212,68500.0,61500.0,61500.0,61500.0,61500.0,64000.0,3905.124837953037
790,790,1999-11-01,-0.5587265906386362,0.7184602031295791,1977,0.6053848631877212,61500.0,61500.0,61500.0,61500.0,61500.0,63833.333333333336,4041.4518843271003
791,791,1999-11-01,0.0610264913104613,0.7184602031295791,1977,0.6053848631877212,62500.0,61500.0,61500.0,61500.0,61500.0,64166.666666666664,3785.938897199883
792,792,1999-11-01,-1.1784796725877336,0.7184602031295791,1977,0.6053848631877212,64500.0,61500.0,61500.0,61500.0,61500.0,62833.333333333336,1527.5252316512
793,793,1999-11-01,-0.5587265906386362,0.7184602031295791,1977,0.6053848631877212,61000.0,61500.0,61500.0,61500.0,61500.0,62666.666666666664,1755.942292141472
794,794,1999-11-01,-0.5587265906386362,0.7184602031295791,1977,0.6053848631877212,60500.0,61500.0,61500.0,61500.0,61500.0,62000.0,2179.449471769812
795,795,1999-11-01,0.0610264913104613,0.7184602031295791,1977,0.6053848631877212,69000.0,61500.0,61500.0,61500.0,61500.0,63500.0,4769.696007084489
796,796,1999-11-01,-1.1784796725877336,0.7184602031295791,1977,0.6053848631877212,61000.0,61500.0,61500.0,61500.0,61500.0,63500.0,4769.696007084489
797,797,1999-11-01,-0.5587265906386362,0.7184602031295791,1977,0.6053848631877212,61000.0,61500.0,61500.0,61500.0,61500.0,63666.666666666664,4618.802153516758
798,798,1999-11-01,-1.1784796725877336,0.7184602031295791,1977,0.6053848631877212,61000.0,61500.0,61500.0,61500.0,61500.0,61000.0,0.0
799,799,1999-11-01,0.0610264913104613,0.7184602031295791,1977,0.6053848631877212,60500.0,61500.0,61500.0,61500.0,61500.0,60833.333333333336,288.67513459082636
800,800,1999-11-01,0.6807795732595588,0.7184602031295791,1977,0.6053848631877212,65500.0,61500.0,61500.0,61500.0,61500.0,62333.333333333336,2753.785273642632
801,801,1999-11-01,0.0610264913104613,0.7184602031295791,1977,0.6053848631877212,66500.0,61500.0,61500.0,61500.0,61500.0,64166.666666666664,3214.5502536639597
805,805,1999-12-01,0.0610264913104613,-1.2861891389359132,1969,-0.4530791618718915,46500.0,62000.0,62000.0,62000.0,62000.0,43666.666666666664,3329.164059239366
806,806,1999-12-01,0.6807795732595588,0.7184602031295791,1977,0.6053848631877212,63500.0,62000.0,62000.0,62000.0,62000.0,51500.0,10440.306508910446
807,807,1999-12-01,-1.1784796725877336,0.7184602031295791,1977,0.6053848631877212,60000.0,62000.0,62000.0,62000.0,62000.0,56666.666666666664,8976.822006330032
808,808,1999-12-01,0.0610264913104613,0.7184602031295791,1977,0.6053848631877212,64000.0,62000.0,62000.0,62000.0,62000.0,62500.0,2179.4494717698412
809,809,1999-12-01,0.6807795732595588,0.7184602031295791,1977,0.6053848631877212,67500.0,62000.0,62000.0,62000.0,62000.0,63833.333333333336,3752.776749732279
810,810,1999-12-01,0.0610264913104613,0.7184602031295791,1977,0.6053848631877212,74000.0,62000.0,62000.0,62000.0,62000.0,68500.0,5074.445782545896
811,811,1999-12-01,0.6807795732595588,0.7184602031295791,1977,0.6053848631877212,72000.0,62000.0,62000.0,62000.0,62000.0,71166.66666666667,3329.164059239369
812,812,1999-12-01,0.6807795732595588,0.7184602031295791,1977,0.6053848631877212,73000.0,62000.0,62000.0,62000.0,62000.0,73000.0,999.9999999989038
813,813,1999-12-01,0.0610264913104613,0.7184602031295791,1977,0.6053848631877212,65500.0,62000.0,62000.0,62000.0,62000.0,70166.66666666667,4072.2639076232717
814,814,1999-12-01,-0.5587265906386362,0.7184602031295791,1977,0.6053848631877212,61000.0,62000.0,62000.0,62000.0,62000.0,66500.0,6062.177826490892
815,815,1999-12-01,0.0610264913104613,0.7184602031295791,1977,0.6053848631877212,61500.0,62000.0,62000.0,62000.0,62000.0,62666.666666666664,2466.441431157684
816,816,1999-12-01,0.0610264913104613,0.7184602031295791,1977,0.6053848631877212,62000.0,62000.0,62000.0,62000.0,62000.0,61500.0,499.99999999782443
817,817,1999-12-01,-0.5587265906386362,0.7184602031295791,1977,0.6053848631877212,62000.0,62000.0,62000.0,62000.0,62000.0,61833.333333333336,288.6751345910441
818,818,1999-12-01,-0.5587265906386362,0.7184602031295791,1977,0.6053848631877212,62500.0,62000.0,62000.0,62000.0,62000.0,62166.666666666664,288.6751345910441
819,819,1999-12-01,0.0610264913104613,0.7184602031295791,1977,0.6053848631877212,63500.0,62000.0,62000.0,62000.0,62000.0,62666.666666666664,763.76261582455
820,820,1999-12-01,0.6807795732595588,0.7184602031295791,1977,0.6053848631877212,73500.0,62000.0,62000.0,62000.0,62000.0,66500.0,6082.7625302980405
821,821,1999-12-01,-0.5587265906386362,0.7184602031295791,1977,0.6053848631877212,64500.0,62000.0,62000.0,62000.0,62000.0,67166.66666666667,5507.570547285905
822,822,1999-12-01,-0.5587265906386362,0.7184602031295791,1977,0.6053848631877212,65500.0,62000.0,62000.0,62000.0,62000.0,67833.33333333333,4932.882862316025
823,823,1999-12-01,0.0610264913104613,0.7184602031295791,1977,0.6053848631877212,60000.0,62000.0,62000.0,62000.0,62000.0,63333.333333333336,2929.732638540773
824,824,1999-12-01,-0.5587265906386362,0.7184602031295791,1977,0.6053848631877212,61500.0,62000.0,62000.0,62000.0,62000.0,62333.333333333336,2843.120351538265
825,825,1999-12-01,-0.5587265906386362,0.7184602031295791,1977,0.6053848631877212,60000.0,62000.0,62000.0,62000.0,62000.0,60500.0,866.0254037831149
826,826,1999-12-01,0.0610264913104613,0.7184602031295791,1977,0.6053848631877212,60000.0,62000.0,62000.0,62000.0,62000.0,60500.0,866.0254037831149
830,830,2000-01-01,-0.5587265906386362,-1.2861891389359132,1969,-0.5853871650043431,51000.0,51000.0,51000.0,51000.0,51000.0,54100.0,3260.368077379843
831,831,2000-01-01,0.6807795732595588,-1.2861891389359132,1969,-0.5853871650043431,40000.0,51000.0,51000.0,51000.0,51000.0,48266.666666666664,7294.74696842397
832,832,2000-01-01,-0.5587265906386362,-1.2861891389359132,1969,-0.5853871650043431,49000.0,51000.0,51000.0,51000.0,51000.0,46666.666666666664,5859.465277082088
833,833,2000-01-01,0.0610264913104613,-1.2861891389359132,1969,-0.5853871650043431,52500.0,51000.0,51000.0,51000.0,51000.0,47166.666666666664,6448.514040717495
840,840,2000-03-01,-0.5587265906386362,0.7184602031295791,1975,0.2084608537903664,47500.0,44250.0,44250.0,44250.0,44250.0,42833.333333333336,4072.2639076232117
844,844,2000-04-01,0.6807795732595588,0.7184602031295791,1975,0.2084608537903664,48000.0,49500.0,49500.0,49500.0,49500.0,47000.0,4582.57569495556
848,848,2000-05-01,-1.1784796725877336,-1.2861891389359132,1969,-0.5853871650043431,48000.0,46300.0,46300.0,46300.0,46300.0,46866.666666666664,1962.990915244075
852,852,2000-06-01,0.0610264913104613,0.7184602031295791,1975,0.2084608537903664,56500.0,56750.0,56750.0,56750.0,56750.0,59166.666666666664,4193.248541802776
861,861,2000-09-01,-0.5587265906386362,-1.2861891389359132,1969,-0.5853871650043431,56800.0,48000.0,48000.0,48000.0,48000.0,47600.0,9406.38081304374
862,862,2000-09-01,-0.5587265906386362,0.7184602031295791,1975,0.2084608537903664,55800.0,48000.0,48000.0,48000.0,48000.0,50200.0,10577.334257741762
866,866,2000-10-01,-1.1784796725877336,-1.2861891389359132,1969,-0.5853871650043431,40500.0,49000.0,49000.0,49000.0,49000.0,43000.0,8529.361054615832
867,867,2000-10-01,0.6807795732595588,0.7184602031295791,1975,0.2084608537903664,49000.0,49000.0,49000.0,49000.0,49000.0,47333.333333333336,6171.169527190997
871,871,2000-11-01,-0.5587265906386362,0.7184602031295791,1975,0.2084608537903664,46000.0,45000.0,45000.0,45000.0,45000.0,43333.333333333336,3785.938897199824
885,885,2001-04-01,0.6807795732595588,0.7184602031295791,1975,0.0761528506579149,50000.0,43500.0,43500.0,43500.0,43500.0,42833.333333333336,7522.189397597657
886,886,2001-04-01,-1.1784796725877336,0.7184602031295791,1975,0.0761528506579149,54000.0,43500.0,43500.0,43500.0,43500.0,49166.666666666664,5299.371031861309
890,890,2001-05-01,-0.5587265906386362,0.7184602031295791,1975,0.0761528506579149,38000.0,39000.0,39000.0,39000.0,39000.0,39500.0,1322.8756555312427
897,897,2001-07-01,0.0610264913104613,0.7184602031295791,1975,0.0761528506579149,37000.0,37750.0,37750.0,37750.0,37750.0,36833.333333333336,1755.9422921413168
901,901,2001-08-01,-0.5587265906386362,0.7184602031295791,1975,0.0761528506579149,47000.0,41000.0,41000.0,41000.0,41000.0,38333.333333333336,7505.55349946495
