new_date,flat_type,district,range_numeric,floor_area_sqm,lease_commence_date,resale_price
2025.0833333333333,5 ROOM,North,5.0,110.0,2002,650000.0
2025.0833333333333,5 ROOM,North,5.0,110.0,2001,618000.0
2025.0833333333333,5 ROOM,North,14.0,116.0,2020,825000.0
2025.0833333333333,5 ROOM,North,8.0,116.0,2020,783000.0
2025.0833333333333,5 ROOM,North,8.0,116.0,2020,808888.0
2025.0833333333333,5 ROOM,North,5.0,113.0,2018,707000.0
2025.0833333333333,5 ROOM,North,2.0,113.0,2018,670000.0
2025.0833333333333,5 ROOM,North,8.0,120.0,1999,660000.0
2025.0833333333333,5 ROOM,North,14.0,120.0,1999,650000.0
2025.0833333333333,5 ROOM,North,2.0,110.0,2001,615000.0
2025.0833333333333,EXECUTIVE,North,14.0,137.0,2001,750000.0
2025.0833333333333,EXECUTIVE,North,2.0,133.0,2001,730000.0
2025.0833333333333,EXECUTIVE,North,14.0,130.0,2001,788000.0
2025.0833333333333,EXECUTIVE,North,2.0,130.0,2000,700000.0
2025.0833333333333,2 ROOM,North-East,5.0,47.0,2021,385000.0
2025.0833333333333,2 ROOM,North-East,11.0,48.0,2020,405000.0
2025.0833333333333,3 ROOM,North-East,17.0,68.0,2021,563000.0
2025.0833333333333,3 ROOM,North-East,14.0,83.0,2007,530000.0
2025.0833333333333,3 ROOM,North-East,8.0,68.0,2017,550000.0
2025.0833333333333,3 ROOM,North-East,5.0,68.0,2016,485000.0
2025.0833333333333,4 ROOM,North-East,11.0,95.0,2015,720000.0
2025.0833333333333,4 ROOM,North-East,5.0,85.0,2002,595000.0
2025.0833333333333,4 ROOM,North-East,17.0,93.0,2021,715000.0
2025.0833333333333,4 ROOM,North-East,2.0,90.0,2001,542000.0
2025.0833333333333,4 ROOM,North-East,17.0,93.0,2015,700500.0
2025.0833333333333,4 ROOM,North-East,5.0,92.0,2015,665888.0
2025.0833333333333,4 ROOM,North-East,5.0,92.0,2008,678000.0
2025.0833333333333,4 ROOM,North-East,11.0,92.0,2017,808000.0
2025.0833333333333,4 ROOM,North-East,5.0,92.0,2008,698000.0
2025.0833333333333,4 ROOM,North-East,5.0,93.0,2017,620000.0
2025.0833333333333,4 ROOM,North-East,14.0,93.0,2017,684888.0
2025.0833333333333,4 ROOM,North-East,8.0,93.0,2017,670000.0
2025.0833333333333,4 ROOM,North-East,8.0,92.0,2017,838000.0
2025.0833333333333,4 ROOM,North-East,2.0,85.0,2005,550000.0
2025.0833333333333,4 ROOM,North-East,14.0,90.0,2006,690000.0
2025.0833333333333,4 ROOM,North-East,5.0,94.0,2001,600000.0
